question_id,subject,bloom_level,question_text,question_length,mean_score,std_dev,pass_rate,discrimination_index,difficulty_label
Q0254,Computer Science,Evaluate,Assess the security implications of using machine learning.,8,84.0,9.71,0.81,0.2,Medium
Q0255,Biology,Remember,Define natural selection in biological terms.,6,42.08,15.39,0.25,0.45,Medium
Q0256,Mathematics,Evaluate,Assess the limitations of integration in real-world applications.,8,91.8,4.31,0.83,0.21,Medium
Q0257,Physics,Evaluate,Assess whether quantum mechanics holds true in the given scenario.,10,54.81,9.14,0.56,0.41,Medium
Q0258,Computer Science,Apply,Demonstrate the use of operating system scheduling in the given scenario.,11,77.63,4.28,0.92,0.23,Easy
Q0259,Biology,Analyze,Compare genetic mutation in prokaryotes and eukaryotes.,7,85.89,7.85,0.9,0.35,Easy
Q0260,Computer Science,Understand,Describe the role of neural networks in modern computing.,9,56.28,8.54,0.56,0.3,Easy
Q0261,Biology,Analyze,Analyze the relationship between natural selection and cellular respiration.,9,55.39,16.4,0.6,0.32,Medium
Q0262,Mathematics,Apply,Apply graph theory to determine the missing variable.,8,77.22,8.47,0.89,0.29,Easy
Q0263,Mathematics,Evaluate,Evaluate the efficiency of integration in solving complex problems.,9,89.38,8.76,0.84,0.31,Medium
Q0264,Computer Science,Analyze,Differentiate between dynamic programming and database normalization.,7,90.75,8.26,0.82,0.35,Easy
Q0265,Mathematics,Analyze,Break down the steps involved in solving number theory.,9,22.93,19.74,0.17,0.71,Hard
Q0266,Computer Science,Evaluate,Justify the use of operating system scheduling in large-scale systems.,10,75.17,4.45,0.76,0.19,Medium
Q0267,Computer Science,Apply,Write a program to implement machine learning.,7,27.32,16.87,0.43,0.63,Medium
Q0268,Mathematics,Apply,Calculate the value of differential equations given the following data.,10,23.17,20.39,0.19,0.7,Medium
Q0269,Computer Science,Evaluate,Evaluate the trade-offs between database normalization and operating system scheduling.,10,60.7,11.75,0.47,0.5,Medium
Q0270,Physics,Create,Design an experiment to measure nuclear fission accurately.,8,29.23,21.4,0.21,0.45,Hard
Q0271,Mathematics,Evaluate,Assess the limitations of matrices in real-world applications.,8,69.2,16.25,0.6,0.38,Medium
Q0272,Computer Science,Evaluate,Critique the design of sorting algorithms in the given system.,10,39.71,20.73,0.37,0.47,Hard
Q0273,Computer Science,Analyze,Break down the architecture of machine learning.,7,69.8,12.28,0.75,0.53,Medium
Q0274,Mathematics,Create,Formulate a new equation using the principles of statistics.,9,47.06,14.65,0.64,0.31,Medium
Q0275,Mathematics,Create,Develop a solution strategy for calculus that minimizes errors.,9,75.34,3.55,0.89,0.23,Medium
Q0276,Physics,Remember,State Newton's law related to thermodynamics.,6,30.56,11.59,0.12,0.58,Medium
Q0277,Physics,Apply,Apply the formula for thermodynamics to solve the given problem.,10,89.34,8.27,0.78,0.35,Easy
Q0278,Mathematics,Evaluate,Critique the use of number theory in the given scenario.,10,56.0,15.22,0.64,0.34,Medium
Q0279,Computer Science,Remember,What does recursion stand for?,5,23.5,11.48,0.36,0.57,Medium
Q0280,Computer Science,Apply,Write a program to implement dynamic programming.,7,51.2,14.01,0.67,0.37,Medium
Q0281,Computer Science,Create,Create a flowchart illustrating the process of binary trees.,9,61.15,15.84,0.69,0.36,Medium
Q0282,Biology,Create,Develop a model to explain the mechanism of osmosis.,9,58.21,17.78,0.75,0.53,Medium
Q0283,Physics,Evaluate,Evaluate the impact of momentum on energy conservation.,8,64.07,17.54,0.68,0.3,Medium
Q0284,Computer Science,Remember,What does database normalization stand for?,6,43.72,14.78,0.2,0.7,Medium
Q0285,Mathematics,Create,Construct a proof for probability.,5,60.4,10.77,0.54,0.43,Medium
Q0286,Physics,Analyze,Differentiate between optics and momentum.,5,64.08,14.5,0.64,0.38,Medium
Q0287,Computer Science,Remember,Define the term binary trees.,5,22.9,17.35,0.12,0.68,Medium
Q0288,Computer Science,Create,Construct a database schema using principles of machine learning.,9,82.41,5.43,0.87,0.31,Medium
Q0289,Computer Science,Create,Create a flowchart illustrating the process of dynamic programming.,9,26.72,20.64,0.37,0.46,Hard
Q0290,Mathematics,Apply,Apply number theory to determine the missing variable.,8,34.42,10.92,0.26,0.58,Medium
Q0291,Physics,Understand,Explain momentum using everyday examples.,5,72.57,7.02,0.92,0.16,Easy
Q0292,Computer Science,Remember,What does neural networks stand for?,6,54.57,9.5,0.73,0.51,Easy
Q0293,Computer Science,Analyze,Analyze the time complexity of machine learning.,7,28.0,19.91,0.3,0.49,Hard
Q0294,Mathematics,Analyze,Differentiate between calculus and differential equations with examples.,8,81.63,4.98,0.95,0.18,Easy
Q0295,Computer Science,Apply,Demonstrate the use of neural networks in the given scenario.,10,52.6,14.23,0.59,0.45,Medium
Q0296,Computer Science,Understand,Explain how recursion works with an example.,7,80.25,4.63,0.83,0.31,Easy
Q0297,Biology,Create,Design an experiment to test the effect of temperature on DNA replication.,12,22.6,16.36,0.18,0.62,Hard
Q0298,Mathematics,Remember,What is the formula for number theory?,7,42.43,16.24,0.35,0.58,Medium
Q0299,Computer Science,Create,Develop an algorithm based on dynamic programming that improves efficiency.,10,21.87,16.81,0.25,0.79,Hard
Q0300,Physics,Analyze,Compare electromagnetism in elastic and inelastic collisions.,7,38.38,13.82,0.2,0.48,Medium
Q0301,Computer Science,Remember,Define the term TCP/IP protocol.,5,81.65,5.85,0.88,0.34,Easy
Q0302,Biology,Apply,Apply your knowledge of natural selection to explain the given case study.,12,22.26,19.69,0.21,0.7,Medium
Q0303,Computer Science,Remember,Define the term sorting algorithms.,5,44.21,14.75,0.12,0.55,Medium
Q0304,Biology,Evaluate,Evaluate the significance of photosynthesis in evolution.,7,26.25,15.54,0.38,0.5,Hard
Q0305,Computer Science,Understand,Summarize the working of binary trees.,6,29.31,17.56,0.33,0.65,Medium
Q0306,Mathematics,Understand,Summarize the key principles of linear algebra.,7,31.09,11.55,0.42,0.74,Medium
Q0307,Biology,Remember,Name the organelles involved in DNA replication.,7,84.35,8.75,0.84,0.11,Easy
Q0308,Computer Science,Understand,Summarize the working of TCP/IP protocol.,6,81.15,4.04,0.9,0.25,Easy
Q0309,Biology,Remember,Define protein synthesis in biological terms.,6,79.58,5.93,0.9,0.3,Easy
Q0310,Biology,Create,Formulate a research question about enzyme activity in the context of disease.,12,58.61,12.85,0.72,0.43,Medium
Q0311,Mathematics,Apply,Apply graph theory to determine the missing variable.,8,45.73,16.11,0.53,0.5,Medium
Q0312,Computer Science,Understand,Explain how neural networks works with an example.,8,86.42,4.87,0.95,0.33,Easy
Q0313,Physics,Understand,Explain gravitational force using everyday examples.,6,84.81,8.64,0.92,0.33,Easy
Q0314,Computer Science,Analyze,Analyze the time complexity of encryption.,6,49.39,8.38,0.47,0.45,Medium
Q0315,Mathematics,Apply,Use calculus to find the area of the given figure.,10,25.04,11.57,0.35,0.77,Medium
Q0316,Computer Science,Evaluate,Evaluate the trade-offs between recursion and TCP/IP protocol.,8,23.54,11.33,0.28,0.58,Hard
Q0317,Mathematics,Apply,Apply matrices to determine the missing variable.,7,48.41,9.58,0.73,0.5,Medium
Q0318,Physics,Understand,Describe the relationship between momentum and energy.,7,65.36,11.78,0.67,0.37,Easy
Q0319,Mathematics,Understand,Interpret the graph representing probability.,5,68.03,17.68,0.52,0.44,Easy
Q0320,Mathematics,Understand,Summarize the key principles of integration.,6,52.99,14.36,0.74,0.51,Easy
Q0321,Physics,Understand,Interpret the graph showing nuclear fission over time.,8,71.69,4.8,0.78,0.1,Easy
Q0322,Computer Science,Analyze,Compare machine learning and encryption in terms of performance.,9,54.47,13.46,0.48,0.42,Medium
Q0323,Mathematics,Remember,List the properties of probability.,5,77.97,9.66,0.77,0.14,Easy
Q0324,Mathematics,Apply,Calculate the value of number theory given the following data.,10,60.34,12.83,0.46,0.54,Medium
Q0325,Computer Science,Remember,List the types of dynamic programming.,6,75.14,4.33,0.92,0.28,Easy
Q0326,Computer Science,Remember,What does binary trees stand for?,6,84.29,8.88,0.79,0.19,Easy
Q0327,Biology,Understand,Explain the process of enzyme activity in living organisms.,9,75.17,7.47,0.98,0.22,Easy
Q0328,Biology,Analyze,Break down the molecular mechanisms of cellular respiration.,8,26.63,17.7,0.24,0.58,Hard
Q0329,Biology,Remember,What is mitosis?,3,81.63,4.58,0.81,0.12,Easy
Q0330,Biology,Evaluate,Critique the experimental design used to study immune response.,9,71.52,5.71,0.88,0.34,Medium
Q0331,Biology,Apply,Use the concept of mitosis to predict the outcome of the experiment.,12,92.57,8.0,0.87,0.33,Easy
Q0332,Computer Science,Understand,Illustrate the concept of neural networks using a diagram.,9,40.21,11.51,0.25,0.8,Medium
Q0333,Physics,Apply,Use the concept of quantum mechanics to explain the given experiment.,11,42.85,10.8,0.24,0.59,Medium
Q0334,Biology,Remember,Define immune response in biological terms.,6,35.58,16.27,0.25,0.6,Medium
Q0335,Mathematics,Evaluate,Assess the limitations of differential equations in real-world applications.,9,39.64,20.41,0.41,0.76,Hard
Q0336,Biology,Remember,Name the organelles involved in cellular respiration.,7,80.07,7.33,0.91,0.2,Easy
Q0337,Mathematics,Create,Formulate a new equation using the principles of trigonometry.,9,51.71,11.72,0.55,0.5,Hard
Q0338,Mathematics,Understand,Interpret the graph representing number theory.,6,94.36,6.1,0.95,0.17,Easy
Q0339,Computer Science,Analyze,Analyze the time complexity of encryption.,6,90.6,8.19,0.93,0.32,Easy
Q0340,Mathematics,Apply,Calculate the value of statistics given the following data.,9,30.08,19.37,0.28,0.65,Medium
Q0341,Mathematics,Understand,Interpret the graph representing graph theory.,6,71.26,5.52,0.8,0.19,Easy
Q0342,Mathematics,Create,Formulate a new equation using the principles of matrices.,9,79.31,7.16,0.79,0.32,Medium
Q0343,Physics,Create,Develop a theoretical model incorporating optics.,6,22.26,10.33,0.12,0.75,Hard
Q0344,Computer Science,Apply,Demonstrate the use of machine learning in the given scenario.,10,57.83,16.65,0.74,0.47,Easy
Q0345,Mathematics,Understand,Interpret the graph representing differential equations.,6,90.13,5.14,0.98,0.26,Easy
Q0346,Biology,Apply,Apply your knowledge of protein synthesis to explain the given case study.,12,77.55,6.64,0.9,0.25,Easy
Q0347,Physics,Apply,Use the concept of quantum mechanics to explain the given experiment.,11,57.04,11.36,0.53,0.38,Medium
Q0348,Computer Science,Understand,Illustrate the concept of recursion using a diagram.,8,51.01,8.57,0.71,0.5,Easy
Q0349,Mathematics,Create,Construct a proof for matrices.,5,52.39,17.07,0.57,0.48,Medium
Q0350,Biology,Create,Construct a phylogenetic tree based on mitosis.,7,52.5,9.7,0.65,0.44,Medium
Q0351,Computer Science,Create,Construct a database schema using principles of binary trees.,9,90.21,8.34,0.79,0.27,Medium
Q0352,Physics,Understand,Summarize the principles governing nuclear fission.,6,27.68,19.46,0.22,0.54,Medium
Q0353,Biology,Remember,What is osmosis?,3,34.59,21.33,0.12,0.76,Medium
Q0354,Physics,Analyze,Differentiate between electromagnetism and wave motion.,6,91.36,3.96,0.8,0.2,Easy
Q0355,Computer Science,Remember,List the types of neural networks.,6,60.78,9.77,0.64,0.3,Easy
Q0356,Computer Science,Analyze,Differentiate between TCP/IP protocol and database normalization.,7,39.49,11.55,0.25,0.6,Medium
Q0357,Mathematics,Remember,Define calculus in mathematics.,4,63.27,17.5,0.72,0.49,Easy
Q0358,Computer Science,Understand,Describe the role of binary trees in modern computing.,9,53.61,9.29,0.57,0.45,Easy
Q0359,Physics,Apply,Apply the formula for gravitational force to solve the given problem.,11,58.01,13.24,0.58,0.47,Medium
Q0360,Physics,Understand,Describe the relationship between optics and energy.,7,92.67,8.68,0.75,0.16,Easy
Q0361,Computer Science,Remember,What is operating system scheduling in computer science?,8,61.26,8.37,0.71,0.36,Easy
Q0362,Mathematics,Create,Formulate a new equation using the principles of integration.,9,21.21,11.39,0.26,0.49,Hard
Q0363,Computer Science,Create,Develop an algorithm based on database normalization that improves efficiency.,10,45.23,12.21,0.48,0.43,Hard
Q0364,Mathematics,Apply,Calculate the value of matrices given the following data.,9,72.66,4.39,0.8,0.17,Easy
Q0365,Physics,Understand,Explain momentum using everyday examples.,5,82.41,4.45,0.97,0.18,Easy
Q0366,Mathematics,Evaluate,Evaluate the efficiency of trigonometry in solving complex problems.,9,48.73,8.9,0.6,0.48,Medium
Q0367,Biology,Apply,Demonstrate how cellular respiration affects the survival of the organism.,10,71.25,8.69,0.96,0.31,Easy
Q0368,Mathematics,Remember,State the matrices theorem.,4,42.26,10.12,0.15,0.68,Medium
Q0369,Physics,Create,Construct a simulation to demonstrate wave motion.,7,90.37,4.28,0.85,0.34,Medium
Q0370,Biology,Create,Develop a model to explain the mechanism of mitosis.,9,24.17,11.59,0.35,0.79,Hard
Q0371,Biology,Evaluate,Assess the impact of mutations on genetic mutation.,8,49.53,11.8,0.56,0.31,Medium
Q0372,Mathematics,Analyze,Analyze the relationship between matrices and number theory.,8,46.58,14.55,0.45,0.52,Medium
Q0373,Mathematics,Analyze,Compare and contrast calculus with statistics.,6,51.21,11.46,0.65,0.4,Medium
Q0374,Biology,Analyze,Analyze the relationship between protein synthesis and cellular respiration.,9,21.87,15.9,0.18,0.79,Hard
Q0375,Biology,Analyze,Break down the molecular mechanisms of genetic mutation.,8,21.97,15.33,0.3,0.48,Hard
Q0376,Mathematics,Analyze,Compare and contrast number theory with trigonometry.,7,20.44,14.84,0.11,0.64,Hard
Q0377,Computer Science,Create,Create a flowchart illustrating the process of recursion.,8,68.76,11.63,0.47,0.36,Medium
Q0378,Biology,Create,Construct a phylogenetic tree based on cellular respiration.,8,62.9,9.14,0.68,0.36,Medium
Q0379,Physics,Create,Formulate a hypothesis about thermodynamics based on the data.,9,92.42,6.45,0.95,0.29,Medium
Q0380,Computer Science,Understand,Summarize the working of binary trees.,6,91.3,4.51,0.95,0.15,Easy
Q0381,Mathematics,Create,Construct a proof for integration.,5,34.72,19.27,0.26,0.68,Hard
Q0382,Mathematics,Evaluate,Justify why number theory is preferred over probability.,8,40.97,15.8,0.28,0.77,Hard
Q0383,Computer Science,Remember,Define the term dynamic programming.,5,60.01,16.83,0.6,0.4,Easy
Q0384,Physics,Apply,Use the concept of relativity to explain the given experiment.,10,48.33,12.13,0.66,0.49,Medium
Q0385,Computer Science,Understand,Describe the role of encryption in modern computing.,8,87.86,7.81,0.97,0.13,Easy
Q0386,Physics,Create,Formulate a hypothesis about relativity based on the data.,9,78.81,6.36,0.89,0.27,Medium
Q0387,Biology,Remember,Define enzyme activity in biological terms.,6,45.63,9.45,0.65,0.35,Easy
Q0388,Computer Science,Remember,What is operating system scheduling in computer science?,8,52.38,15.54,0.46,0.5,Easy
Q0389,Computer Science,Create,Design a system using database normalization to handle real-time data.,10,54.72,13.11,0.69,0.47,Medium
Q0390,Biology,Create,Formulate a research question about natural selection in the context of disease.,12,58.8,8.13,0.53,0.46,Medium
Q0391,Computer Science,Create,Develop an algorithm based on encryption that improves efficiency.,9,27.35,12.13,0.34,0.52,Hard
Q0392,Biology,Remember,List the stages of genetic mutation.,6,58.91,9.3,0.63,0.36,Easy
Q0393,Mathematics,Understand,Summarize the key principles of integration.,6,34.92,19.28,0.32,0.75,Medium
Q0394,Physics,Remember,Define wave motion in the context of physics.,8,27.95,12.64,0.16,0.47,Medium
Q0395,Biology,Remember,Name the organelles involved in protein synthesis.,7,67.08,14.63,0.55,0.37,Easy
Q0396,Mathematics,Create,Design a mathematical model using matrices to represent a real-world problem.,11,51.01,14.42,0.73,0.36,Medium
Q0397,Mathematics,Analyze,Differentiate between integration and calculus with examples.,7,88.1,3.17,0.87,0.29,Easy
Q0398,Physics,Create,Design an experiment to measure thermodynamics accurately.,7,82.85,9.64,0.79,0.34,Medium
Q0399,Computer Science,Create,Create a flowchart illustrating the process of binary trees.,9,47.6,13.38,0.66,0.54,Medium
Q0400,Mathematics,Analyze,Compare and contrast number theory with statistics.,7,20.95,10.88,0.16,0.54,Hard
Q0401,Physics,Analyze,Analyze how electric circuits changes under different conditions.,8,60.76,12.33,0.46,0.47,Medium
Q0402,Mathematics,Create,Design a mathematical model using trigonometry to represent a real-world problem.,11,28.94,16.03,0.2,0.69,Hard
Q0403,Biology,Analyze,Differentiate between DNA replication and cellular respiration.,7,20.77,11.88,0.18,0.71,Hard
